# ========
# captured on: Wed Feb  6 11:49:58 2013
# hostname : santana
# os release : 3.7.3-101.fc17.x86_64
# perf version : 3.7.3-101.fc17.x86_64
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7-3610QM CPU @ 2.30GHz
# cpuid : GenuineIntel,6,58,9
# total memory : 3612352 kB
# cmdline : /usr/bin/perf record --event=r003b088 -j any_call --pid=4158,4157,4156,4155,4154,4153,4152,4151,4150,4149,4148,4147,4146,4145,4144,4143,4142,4141,4140,4139,4138,4137,4136,4135,4134,4133,4132,4131,4130,4129,4128,4127,4126,4125,4124,4123,4122,4121,4120,4119,4118,4117,4116,4115,4114,4113,4112,4111,4110,4109,4108,4107,4106,4105,4104,4103,4102,4101,4100,4099,4098,4097,4096,4095,4088,4087,4086,4085,4083,4081 ./waitforpid.sh 4092 
# event : name = r003b088, type = 4, config = 0x3b088, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, excl_host = 0, excl_guest = 1, precise_ip = 0, id = { 51680, 51681, 51682, 51683, 51684, 51685, 51686, 51687, 51688, 51689, 51690, 51691, 51692, 51693, 51694, 51695, 51696, 51697, 51698, 51699, 51700, 51701, 51702, 51703, 51704, 51705, 51706, 51707, 51708, 51709, 51710, 51711, 51712, 51713, 51714, 51715, 51716, 51717, 51718, 51719, 51720, 51721, 51722, 51723, 51724, 51725, 51726, 51727, 51728, 51729, 51730, 51731, 51732, 51733, 51734, 51735, 51736, 51737, 51738, 51739, 51740, 51741, 51742, 51743, 51744, 51745, 51746, 51747, 51748, 51749 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# contains samples with branch stack
# pmu mappings: cpu = 4, software = 1, tracepoint = 2, breakpoint = 5
# ========
#
# Samples: 9M of event 'r003b088'
# Event count (approx.): 9290766
#
# Overhead   Command  Source Shared Object                                  Source Symbol  Target Shared Object                                  Target Symbol
# ........  ........  ....................  .............................................  ....................  .............................................
#
     0.00%  postgres  [kernel.kallsyms]     [k] blk_peek_request                           [kernel.kallsyms]     [k] cfq_activate_request                     
     0.00%  postgres  [kernel.kallsyms]     [k] blk_queue_bio                              [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] blk_recount_segments                       [kernel.kallsyms]     [k] __blk_recalc_rq_segments                 
     0.00%  postgres  [kernel.kallsyms]     [k] __blk_segment_map_sg                       [kernel.kallsyms]     [k] sg_next                                  
     0.00%  postgres  [kernel.kallsyms]     [k] blk_attempt_req_merge                      [kernel.kallsyms]     [k] attempt_merge                            
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_find_next_rq                           [kernel.kallsyms]     [k] rb_first                                 
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_remove_request                         [kernel.kallsyms]     [k] rb_erase                                 
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_service_tree_add                       [kernel.kallsyms]     [k] rb_insert_color                          
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_merge                                  [kernel.kallsyms]     [k] elv_rb_find                              
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_dispatch_insert                        [kernel.kallsyms]     [k] elv_dispatch_sort                        
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_put_request                            [kernel.kallsyms]     [k] cfq_put_queue                            
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_preempt_queue                          [kernel.kallsyms]     [k] cgroup_path                              
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_preempt_queue                          [kernel.kallsyms]     [k] __cfq_slice_expired                      
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_insert_request                         [kernel.kallsyms]     [k] __blk_run_queue                          
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_insert_request                         [kernel.kallsyms]     [k] cfq_init_prio_data.isra.94               
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_insert_request                         [kernel.kallsyms]     [k] cfq_add_rq_rb                            
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_insert_request                         [kernel.kallsyms]     [k] cfq_preempt_queue                        
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_insert_request                         [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_dispatch_requests                      [kernel.kallsyms]     [k] cgroup_path                              
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_completed_request                      [kernel.kallsyms]     [k] sched_clock                              
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_completed_request                      [kernel.kallsyms]     [k] cgroup_path                              
     0.00%  postgres  [kernel.kallsyms]     [k] cfq_completed_request                      [kernel.kallsyms]     [k] cfq_set_prio_slice                       
     0.00%  postgres  [kernel.kallsyms]     [k] __fprop_inc_percpu_max                     [kernel.kallsyms]     [k] fprop_reflect_period_percpu.isra.3       
     0.00%  postgres  [kernel.kallsyms]     [k] radix_tree_insert                          [kernel.kallsyms]     [k] radix_tree_node_alloc                    
     0.00%  postgres  [kernel.kallsyms]     [k] radix_tree_delete                          [kernel.kallsyms]     [k] call_rcu_sched                           
     0.00%  postgres  [kernel.kallsyms]     [k] credit_entropy_bits.part.7                 [kernel.kallsyms]     [k] __wake_up                                
     0.00%  postgres  [kernel.kallsyms]     [k] credit_entropy_bits.part.7                 [kernel.kallsyms]     [k] kill_fasync                              
     0.00%  postgres  [kernel.kallsyms]     [k] add_interrupt_randomness                   [kernel.kallsyms]     [k] credit_entropy_bits.part.7               
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_finish_command                        [kernel.kallsyms]     [k] scsi_io_completion                       
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_finish_command                        [kernel.kallsyms]     [k] sd_done                                  
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_put_command                         [kernel.kallsyms]     [k] put_device                               
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_put_command                         [kernel.kallsyms]     [k] scsi_pool_free_command.isra.12           
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_put_command                         [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore              
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_put_command                         [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                   
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_put_command                           [kernel.kallsyms]     [k] __scsi_put_command                       
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_put_command                           [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore              
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_put_command                           [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                   
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_alloc_sgtable                         [kernel.kallsyms]     [k] __sg_alloc_table                         
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_init_sgtable                          [kernel.kallsyms]     [k] scsi_alloc_sgtable                       
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_init_io                               [kernel.kallsyms]     [k] scsi_init_sgtable                        
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_run_queue                             [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                   
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_queue_insert                        [kernel.kallsyms]     [k] kblockd_schedule_work                    
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_queue_insert                        [kernel.kallsyms]     [k] blk_requeue_request                      
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_queue_insert                        [kernel.kallsyms]     [k] scsi_device_unbusy                       
     0.00%  postgres  [kernel.kallsyms]     [k] __scsi_queue_insert                        [kernel.kallsyms]     [k] _raw_spin_lock_irqsave                   
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_queue_insert                          [kernel.kallsyms]     [k] __scsi_queue_insert                      
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_next_command                          [kernel.kallsyms]     [k] get_device                               
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_next_command                          [kernel.kallsyms]     [k] scsi_put_command                         
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_next_command                          [kernel.kallsyms]     [k] scsi_run_queue                           
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_io_completion                         [kernel.kallsyms]     [k] blk_end_request                          
     0.00%  postgres  [kernel.kallsyms]     [k] scsi_io_completion                         [kernel.kallsyms]     [k] scsi_next_command                        
     0.00%  postgres  [kernel.kallsyms]     [k] ata_sg_clean                               [kernel.kallsyms]     [k] swiotlb_unmap_sg_attrs                   
     0.00%  postgres  [kernel.kallsyms]     [k] __ata_qc_complete                          [kernel.kallsyms]     [k] ata_sg_clean                             
     0.00%  postgres  [kernel.kallsyms]     [k] ata_qc_complete                            [kernel.kallsyms]     [k] __ata_qc_complete                        
     0.00%  postgres  [kernel.kallsyms]     [k] ahci_interrupt                             [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [.] __napi_complete                            [kernel.kallsyms]     [.] list_del                                 
     0.00%  postgres  [kernel.kallsyms]     [k] __napi_schedule                            [kernel.kallsyms]     [k] __raise_softirq_irqoff                   
     0.00%  postgres  [kernel.kallsyms]     [k] __napi_schedule                            [kernel.kallsyms]     [k] __list_add                               
     0.00%  postgres  [kernel.kallsyms]     [k] get_partial_node.isra.50                   [kernel.kallsyms]     [k] _raw_spin_lock                           
     0.00%  postgres  [kernel.kallsyms]     [k] __slab_alloc                               [kernel.kallsyms]     [k] __cpuset_node_allowed_hardwall           
     0.00%  postgres  [kernel.kallsyms]     [k] __slab_alloc                               [kernel.kallsyms]     [k] new_slab                                 
     0.00%  postgres  [kernel.kallsyms]     [k] __wait_on_bit_lock                         [kernel.kallsyms]     [k] finish_wait                              
     0.00%  postgres  [kernel.kallsyms]     [k] __wait_on_bit_lock                         [kernel.kallsyms]     [k] sleep_on_page                            
     0.00%  postgres  [kernel.kallsyms]     [k] down_write                                 [kernel.kallsyms]     [k] _cond_resched                            
     0.00%  postgres  [kernel.kallsyms]     [k] schedule                                   [kernel.kallsyms]     [k] reschedule_interrupt                     
     0.00%  postgres  [kernel.kallsyms]     [k] system_call                                [kernel.kallsyms]     [k] sys_exit_group                           
     0.00%  postgres  [kernel.kallsyms]     [.] system_call                                [kernel.kallsyms]     [.] sys_rt_sigprocmask                       
     0.00%  postgres  [kernel.kallsyms]     [k] system_call                                [kernel.kallsyms]     [k] sys_munmap                               
     0.00%  postgres  [i915]                [k] i915_read32                                [i915]                [k] __gen6_gt_force_wake_mt_get              
     0.00%  postgres  [i915]                [k] i915_read32                                [i915]                [k] __gen6_gt_force_wake_mt_put              
     0.00%  postgres  [i915]                [k] notify_ring                                [kernel.kallsyms]     [k] msecs_to_jiffies                         
